,county,state,latitude,longitude,date
2510,Pierce County,Washington,46.79955,-122.2738,1981-05-31
2511,Pierce County,Washington,46.745509999999996,-121.8221,1982-07-15
2512,Pierce County,Washington,47.0183,-121.5344,1982-08-15
2513,Pierce County,Washington,47.14385,-122.3055,1983-05-11
2514,Pierce County,Washington,47.1787,-122.2484,1983-08-06
2515,Pierce County,Washington,47.10637,-122.5958,1986-09-15
2516,Pierce County,Washington,46.75468,-122.1183,1987-07-05
2517,Pierce County,Washington,46.88234,-122.4331,1990-07-30
2518,Pierce County,Washington,46.71833,-122.1767,1991-06-08
2519,Pierce County,Washington,46.766000000000005,-122.1652,1992-01-01
2520,Pierce County,Washington,47.147,-122.6028,1993-04-15
2521,Pierce County,Washington,46.67816,-121.5763,1994-09-24
2522,Pierce County,Washington,47.0466,-121.51,1995-05-26
2523,Pierce County,Washington,47.01278,-121.4642,1995-06-10
2524,Pierce County,Washington,47.3724,-122.5819,1996-01-01
2525,Pierce County,Washington,46.9974,-122.1694,1996-08-16
2526,Pierce County,Washington,46.958,-122.6755,1997-06-24
2527,Pierce County,Washington,47.01278,-121.4642,1997-11-28
2528,Pierce County,Washington,47.0958,-122.2356,1998-09-15
2529,Pierce County,Washington,47.1144,-121.4844,1999-04-15
2530,Pierce County,Washington,47.329440000000005,-122.5789,1999-08-18
2531,Pierce County,Washington,47.00444,-122.5386,2000-03-13
2532,Pierce County,Washington,47.0044,-122.5386,2000-08-16
2533,Pierce County,Washington,47.0274,-122.3003,2000-10-07
2534,Pierce County,Washington,46.9382,-122.382,2001-04-25
2535,Pierce County,Washington,47.01562,-122.0282,2001-05-01
2536,Pierce County,Washington,47.09685,-121.45,2002-07-15
2537,Pierce County,Washington,47.0586,-122.2864,2002-11-15
2538,Pierce County,Washington,47.0019,-121.6279,2002-11-16
2539,Pierce County,Washington,47.16145,-121.8943,2003-04-05
2540,Pierce County,Washington,47.0228,-121.5497,2003-12-09
2542,Pierce County,Washington,46.75861,-122.0297,2005-11-02
2544,Pierce County,Washington,46.84565,-122.3076,2006-08-15
2545,Pierce County,Washington,46.74621,-122.0467,2007-09-10
2546,Pierce County,Washington,47.12045,-121.5298,2008-06-07
2547,Pierce County,Washington,47.00008,-121.9563,2008-08-24
2548,Pierce County,Washington,46.99857,-121.6321,2008-09-14
2549,Pierce County,Washington,46.878,-122.3574,2008-09-29
2550,Pierce County,Washington,46.81398,-122.0571,2008-11-19
2553,Pierce County,Washington,46.84748,-122.2719,2010-05-22
2554,Pierce County,Washington,46.75225,-122.0566,2010-06-25
2555,Pierce County,Washington,46.97441,-122.6317,2011-05-20
2557,Pierce County,Washington,46.75953,-122.0246,2012-05-18
2558,Pierce County,Washington,47.09982,-122.6246,2012-06-01
2559,Pierce County,Washington,47.05072,-122.4212,2012-09-12
2560,Pierce County,Washington,47.04433,-121.4234,2012-10-07
2561,Pierce County,Washington,47.06399999999999,-122.3482,2012-10-10
2562,Pierce County,Washington,47.06045,-122.15700000000001,2012-10-15
2563,Pierce County,Washington,46.77641,-121.9557,2014-03-01
2564,Pierce County,Washington,47.1352,-122.0669,2014-10-08
2565,Pierce County,Washington,47.031890000000004,-122.3677,2014-11-07
2566,Pierce County,Washington,46.861129999999996,-122.2669,2014-11-20
2567,Pierce County,Washington,47.34805,-122.741,2015-11-11
2568,Pierce County,Washington,47.172,-122.1625,2016-03-16
2569,Pierce County,Washington,47.07405,-122.4428,2016-05-29
2570,Pierce County,Washington,47.1862,-122.1054,2018-04-30
2572,Pierce County,Washington,47.2255,-121.805,2018-09-30
2573,Pierce County,Washington,46.9805,-121.7464,2021-01-15
2574,Skagit County,Washington,48.52395,-121.4105,1973-07-15
2575,Skagit County,Washington,48.35552,-121.8668,1980-05-10
2576,Skagit County,Washington,48.36861,-122.2778,1986-08-09
2577,Skagit County,Washington,48.64056,-121.8053,1994-05-13
2579,Skagit County,Washington,43.742509999999996,-121.6009,2004-06-15
2580,Skagit County,Washington,48.37697,-121.8281,2006-08-19
2581,Skagit County,Washington,48.308,-122.215,2009-06-15
2582,Skagit County,Washington,48.32675,-121.6962,2010-10-22
2584,Skagit County,Washington,48.58177,-120.8032,2011-11-09
2585,Skagit County,Washington,48.48157,-122.1845,2018-04-06
2586,Skagit County,Washington,48.56245,-121.8588,2018-09-15
2587,Snohomish County,Washington,48.2475,-121.9425,1958-05-14
2588,Snohomish County,Washington,48.0835,-121.9683,1971-10-15
2589,Snohomish County,Washington,48.2775,-121.8078,1973-10-20
2590,Snohomish County,Washington,48.026109999999996,-121.6406,1974-07-06
2591,Snohomish County,Washington,48.078340000000004,-121.7363,1974-09-15
2592,Snohomish County,Washington,48.2688,-121.705,1975-04-16
2593,Snohomish County,Washington,48.21167,-121.6769,1975-05-25
2594,Snohomish County,Washington,48.1278,-121.7692,1977-12-29
2595,Snohomish County,Washington,48.115559999999995,-122.0958,1980-01-11
2596,Snohomish County,Washington,48.2681,-121.3314,1980-05-24
2597,Snohomish County,Washington,48.1472,-121.3819,1980-06-28
2598,Snohomish County,Washington,48.93228,-121.9995,1986-10-17
2599,Snohomish County,Washington,47.9817,-122.0447,1988-07-13
2601,Snohomish County,Washington,47.8925,-122.0111,1995-04-17
2602,Snohomish County,Washington,47.8573,-121.6352,1998-04-01
2603,Snohomish County,Washington,47.8895,-121.8134,1998-08-28
2604,Snohomish County,Washington,47.791109999999996,-122.1914,1999-05-12
2605,Snohomish County,Washington,47.7853,-121.6647,2000-02-06
2606,Snohomish County,Washington,48.1864,-122.2612,2000-09-01
2607,Snohomish County,Washington,48.0744,-121.7915,2000-09-02
2608,Snohomish County,Washington,48.0028,-121.9572,2000-09-20
2609,Snohomish County,Washington,47.85556,-121.9697,2001-08-01
2610,Snohomish County,Washington,47.97205,-121.4008,2002-05-15
2611,Snohomish County,Washington,47.8901,-121.3676,2003-06-21
2612,Snohomish County,Washington,47.8465,-122.1357,2003-07-01
2613,Snohomish County,Washington,47.87725,-121.8943,2004-07-03
2614,Snohomish County,Washington,48.21095,-122.0262,2004-09-30
2615,Snohomish County,Washington,48.11509,-121.9677,2005-03-01
2616,Snohomish County,Washington,47.485,-121.5287,2005-04-20
2617,Snohomish County,Washington,47.79222,-121.1958,2005-11-03
2619,Snohomish County,Washington,48.22336,-121.5777,2006-10-13
2620,Snohomish County,Washington,47.86405,-121.6738,2007-10-14
2621,Snohomish County,Washington,48.105,-121.905,2008-02-01
2622,Snohomish County,Washington,48.13025,-121.851,2008-08-15
2623,Snohomish County,Washington,48.02073,-121.3552,2008-09-13
2624,Snohomish County,Washington,47.7925,-122.1676,2009-07-06
2625,Snohomish County,Washington,48.10255,-122.2763,2010-06-10
2626,Snohomish County,Washington,47.90079,-121.6692,2011-04-26
2627,Snohomish County,Washington,48.03114,-121.6708,2011-09-01
2629,Snohomish County,Washington,48.04725,-121.4469,2012-08-25
2630,Snohomish County,Washington,48.05305,-121.429,2012-11-07
2631,Snohomish County,Washington,48.11308,-122.1375,2012-12-11
2633,Snohomish County,Washington,48.10892,-121.5186,2013-08-07
2634,Snohomish County,Washington,48.276559999999996,-122.2138,2013-11-20
2635,Snohomish County,Washington,47.82636,-121.1057,2014-10-21
2636,Snohomish County,Washington,48.13261,-121.3539,2015-05-09
2637,Snohomish County,Washington,48.1917,-121.5757,2016-08-10
2638,Spokane County,Washington,47.92528,-117.1153,1961-12-28
2639,Spokane County,Washington,47.62769,-117.3606,2005-02-15
2640,Spokane County,Washington,47.5505,-117.167,2010-09-15
2641,Spokane County,Washington,47.73081,-117.15899999999999,2017-01-08
2642,Spokane County,Washington,47.75026,-117.5152,2020-09-02
2643,Spokane County,Washington,47.74207,-117.5302,2020-12-15
2644,Stevens County,Washington,48.78389,-117.8106,1981-07-02
2645,Stevens County,Washington,48.65528,-117.7619,1984-07-08
2646,Stevens County,Washington,48.366240000000005,-117.9368,2004-10-15
2647,Stevens County,Washington,47.981,-117.6454,2004-10-17
2648,Stevens County,Washington,48.15997,-118.0387,2013-07-15
2649,Stevens County,Washington,48.804829999999995,-117.5853,2013-10-24
2650,Stevens County,Washington,48.03062,-117.5429,2015-08-30
2651,Stevens County,Washington,48.18676,-118.0076,2015-09-05
2652,Stevens County,Washington,47.96136,-118.1611,2016-05-15
2653,Stevens County,Washington,48.2914,-117.4546,2017-09-03
2654,Stevens County,Washington,48.57989,-117.5888,2020-10-17
2655,Stevens County,Washington,47.97637,-117.7324,2021-10-22
2656,Thurston County,Washington,46.94917,-122.6869,1967-08-16
2657,Thurston County,Washington,46.803000000000004,-122.4133,1973-08-15
2658,Thurston County,Washington,46.803000000000004,-122.4133,1977-07-29
2659,Thurston County,Washington,46.803000000000004,-122.4133,1981-09-16
2660,Thurston County,Washington,46.985,-122.7669,1984-05-16
2661,Thurston County,Washington,46.9363,-122.7607,1985-07-26
2662,Thurston County,Washington,46.94445,-122.6893,1987-07-15
2663,Thurston County,Washington,46.94913,-122.6869,1990-05-03
2664,Thurston County,Washington,46.96515,-122.69,2004-10-10
2665,Thurston County,Washington,46.8434,-123.2383,2005-03-31
2666,Thurston County,Washington,46.860440000000004,-122.7043,2011-02-04
2667,Thurston County,Washington,46.785709999999995,-122.7515,2012-03-20
2669,Wahkiakum County,Washington,46.33425,-123.5439,2003-04-24
2670,Walla Walla County,Washington,46.0675,-118.0519,2000-03-06
2671,Walla Walla County,Washington,46.03333,-117.9486,2001-01-16
2672,Walla Walla County,Washington,46.0675,-118.0519,2001-03-08
2673,Walla Walla County,Washington,46.03944,-118.0711,2001-03-11
2674,Walla Walla County,Washington,46.0573,-117.9793,2003-11-19
2675,Whatcom County,Washington,48.780559999999994,-122.1483,1976-06-16
2676,Whatcom County,Washington,48.8178,-122.1656,1977-08-27
2677,Whatcom County,Washington,48.68985,-122.4078,1980-09-07
2678,Whatcom County,Washington,48.72917,-121.6278,1982-07-11
2679,Whatcom County,Washington,48.86,-121.6738,1984-10-20
2680,Whatcom County,Washington,48.9294,-122.0247,1987-09-15
2681,Whatcom County,Washington,48.92928,-122.2638,1995-07-05
2682,Whatcom County,Washington,48.5149,-121.2543,2001-09-09
2683,Whatcom County,Washington,48.53944,-121.745,2002-08-04
2684,Whatcom County,Washington,48.76075,-122.2156,2003-04-23
2685,Whatcom County,Washington,48.783359999999995,-122.2196,2003-07-13
2686,Whatcom County,Washington,48.9058,-121.6967,2003-08-15
2687,Whatcom County,Washington,48.66175,-121.3685,2005-12-03
2689,Whatcom County,Washington,48.43505,-121.3455,2014-06-14
2690,Whatcom County,Washington,48.90147,-122.3347,2017-01-21
2691,Whatcom County,Washington,48.84984,-122.1455,2017-08-19
2692,Whatcom County,Washington,48.92982,-122.2018,2018-09-15
2693,Yakima County,Washington,46.246390000000005,-120.8681,1941-10-15
2694,Yakima County,Washington,46.71444,-120.6694,1996-08-30
2695,Yakima County,Washington,46.5602,-121.1458,1996-11-01
2696,Yakima County,Washington,46.871390000000005,-121.2981,2000-06-13
2697,Yakima County,Washington,46.8733,-121.3051,2000-07-21
2698,Yakima County,Washington,46.821670000000005,-121.2764,2000-07-25
2699,Yakima County,Washington,46.93333,-121.2692,2000-10-28
2700,Yakima County,Washington,46.0722,-121.3055,2001-06-11
2701,Yakima County,Washington,46.621,-121.0638,2001-10-29
2702,Yakima County,Washington,46.4984,-120.4474,2003-07-21
2703,Yakima County,Washington,46.80505,-121.0909,2003-11-07
2704,Yakima County,Washington,46.74778,-121.3603,2005-07-08
2705,Yakima County,Washington,46.85,-121.25,2007-08-18
2706,Yakima County,Washington,46.52485,-121.2957,2008-10-05
2709,Yakima County,Washington,46.85524,-121.3034,2014-06-08
2710,Yakima County,Washington,46.73581,-121.3201,2014-09-15
2711,Yakima County,Washington,46.51122,-121.2719,2018-12-31
2712,Yakima County,Washington,46.645579999999995,-121.2323,2019-06-22
2713,Kitsap County,Washington,47.4549,-122.2825,1973-05-19
2714,Ferry County,Washington,48.93221,-118.609,1993-10-15
2715,Chelan County,Washington,47.495,-120.835,1968-08-30
2716,Benton County,Washington,46.23361,-119.3172,1967-03-15
2717,Vilas County,Wisconsin,45.9555,-89.7384,1991-07-20
2718,Vilas County,Wisconsin,46.0484,-89.66195,2001-10-15
2720,Vilas County,Wisconsin,45.941,-89.21035,2013-06-26
2721,Vilas County,Wisconsin,46.1675,-89.3381,2013-12-15
2722,Vilas County,Wisconsin,46.08392,-89.91314,2021-10-17
2723,Washington County,Wisconsin,43.251000000000005,-88.3245,2006-11-09
2724,Washington County,Wisconsin,43.21667,-88.31644,2018-03-25
2725,Washington County,Wisconsin,43.26699,-88.29105,2021-07-18
2726,Waukesha County,Wisconsin,43.1575,-88.1255,1997-08-15
2727,Waukesha County,Wisconsin,42.97569,-88.44846,2010-07-05
2729,Chelan County,Washington,47.8498,-120.9591,1975-08-10
2730,Chelan County,Washington,47.4644,-120.6705,1977-05-22
2731,Chelan County,Washington,48.19984,-120.7744,1978-08-15
2732,Chelan County,Washington,47.29833,-120.3,2000-07-15
2733,Chelan County,Washington,47.4822,-120.319,2002-10-17
2734,Chelan County,Washington,47.775,-120.715,2004-08-11
2736,Chelan County,Washington,47.35305,-120.2955,2004-10-17
2737,Chelan County,Washington,47.8323,-120.71799999999999,2005-01-20
2738,Chelan County,Washington,47.2637,-120.2238,2005-04-17
2740,Chelan County,Washington,47.74435,-120.7426,2005-12-03
2741,Chelan County,Washington,48.19923,-120.7772,2006-07-25
2742,Chelan County,Washington,48.31199,-120.6599,2007-08-23
2744,Chelan County,Washington,47.838429999999995,-120.55,2012-09-22
2745,Chelan County,Washington,47.85691,-120.6502,2014-06-22
2746,Chelan County,Washington,48.50999,-120.79299999999999,2014-09-06
2747,Chelan County,Washington,47.72298,-120.7219,2014-12-15
2748,Chelan County,Washington,47.77559,-120.8206,2016-10-02
2749,Chelan County,Washington,47.64581,-120.60700000000001,2021-05-21
2750,Chelan County,Washington,47.79538,-120.6295,2021-05-31
2751,Clallam County,Washington,47.93722,-123.82,1948-05-15
2752,Clallam County,Washington,47.968999999999994,-123.58200000000001,1966-05-01
2753,Clallam County,Washington,48.0985,-123.3261,1982-07-03
2754,Clallam County,Washington,48.08955,-123.3678,1983-09-24
2755,Clallam County,Washington,48.1609,-124.7312,1984-07-18
2756,Clallam County,Washington,48.0281,-123.5864,1997-05-15
2757,Clallam County,Washington,47.9261,-123.3769,2001-01-04
2758,Clallam County,Washington,48.08025,-123.7108,2004-09-20
2759,Clallam County,Washington,48.1368,-123.7349,2004-10-11
2760,Clallam County,Washington,47.9477,-124.5301,2005-04-05
2762,Clallam County,Washington,48.27646,-124.6802,2010-08-25
2763,Clallam County,Washington,47.94485,-123.5436,2011-01-16
2764,Clallam County,Washington,47.94001,-124.3863,2011-09-04
2765,Clallam County,Washington,48.11949,-124.5989,2020-06-30
2766,Clark County,Washington,45.7811,-122.5322,1984-01-15
2767,Clark County,Washington,45.69,-122.3353,1985-06-28
2768,Clark County,Washington,45.8581,-122.4089,1989-06-14
2769,Clark County,Washington,45.8911,-122.4076,1993-02-15
2770,Clark County,Washington,45.90052,-122.3898,1995-08-15
2771,Clark County,Washington,45.8331,-122.3985,2003-11-05
2772,Clark County,Washington,45.77225,-122.3445,2018-05-25
2773,Columbia County,Washington,46.37944,-117.9458,1991-09-15
2774,Columbia County,Washington,46.48917,-117.9592,2000-01-24
2775,Columbia County,Washington,46.33333,-117.6767,2000-07-24
2776,Cowlitz County,Washington,46.1911,-123.1875,1952-07-01
2777,Cowlitz County,Washington,46.37,-122.82,1970-07-01
2778,Cowlitz County,Washington,46.06333,-122.1967,1972-08-15
2779,Cowlitz County,Washington,46.485079999999996,-122.7372,1981-05-15
2780,Cowlitz County,Washington,46.1903,-123.1175,1984-07-14
2781,Cowlitz County,Washington,46.053329999999995,-122.6228,1984-09-01
2782,Cowlitz County,Washington,46.20128,-122.9329,1991-10-27
2783,Cowlitz County,Washington,46.43362,-121.8326,1998-10-15
2784,Cowlitz County,Washington,46.0471,-122.8294,2001-07-15
2785,Cowlitz County,Washington,46.3261,-122.4988,2002-05-09
2786,Cowlitz County,Washington,46.3758,-122.5855,2002-05-18
2787,Cowlitz County,Washington,46.19328,-167.13099999999997,2006-07-05
2788,Cowlitz County,Washington,46.364,-122.5935,2006-07-15
2789,Cowlitz County,Washington,46.2965,-122.3431,2006-11-18
2790,Cowlitz County,Washington,46.11887,-122.1931,2007-08-07
2791,Cowlitz County,Washington,46.384479999999996,-122.5572,2009-09-12
2792,Cowlitz County,Washington,46.32793,-122.4349,2014-06-01
2793,Cowlitz County,Washington,46.1725,-121.9305,2020-09-23
2794,Ferry County,Washington,48.95876,-118.4102,1995-07-01
2796,Ferry County,Washington,48.7844,-118.5545,2005-03-01
2797,Ferry County,Washington,48.516729999999995,-118.5905,2006-10-14
2798,Ferry County,Washington,48.60844,-118.4379,2008-10-01
2799,Ferry County,Washington,48.6254,-118.4262,2013-09-15
2802,Grays Harbor County,Washington,47.0033,-123.4822,1972-08-31
2803,Grays Harbor County,Washington,47.4259,-123.8763,1978-06-21
2804,Grays Harbor County,Washington,46.9705,-123.6288,1982-06-02
2805,Grays Harbor County,Washington,47.00625,-123.2902,1982-06-04
2806,Grays Harbor County,Washington,47.336940000000006,-123.5894,1994-10-01
2807,Grays Harbor County,Washington,46.94102,-123.7727,1995-01-15
2808,Grays Harbor County,Washington,46.9782,-123.3893,1995-07-01
2809,Grays Harbor County,Washington,47.011390000000006,-123.6619,1996-04-17
2810,Grays Harbor County,Washington,47.413059999999994,-123.8792,1997-07-03
2811,Grays Harbor County,Washington,47.2475,-123.8886,1997-10-15
2812,Grays Harbor County,Washington,46.81045,-124.072,1999-10-15
2813,Grays Harbor County,Washington,47.0413,-124.053,2000-12-01
2815,Grays Harbor County,Washington,47.2838,-124.2306,2002-08-01
2816,Grays Harbor County,Washington,47.08824,-123.7194,2004-07-15
2817,Grays Harbor County,Washington,47.3631,-123.9718,2004-07-29
2819,Grays Harbor County,Washington,46.988,-123.8647,2004-12-18
2820,Grays Harbor County,Washington,46.93755,-123.8358,2005-10-15
2821,Grays Harbor County,Washington,46.92694,-124.1736,2005-10-29
2822,Grays Harbor County,Washington,46.98621,-123.8161,2005-12-01
2825,Grays Harbor County,Washington,46.98278,-123.1742,2008-04-05
2827,Grays Harbor County,Washington,47.2331,-123.9878,2008-07-05
2828,Grays Harbor County,Washington,47.503190000000004,-123.8343,2008-07-14
2829,Grays Harbor County,Washington,46.961890000000004,-124.1692,2009-07-26
2830,Grays Harbor County,Washington,46.827420000000004,-123.7095,2010-11-17
2831,Grays Harbor County,Washington,47.190059999999995,-124.199,2012-06-02
2833,Grays Harbor County,Washington,47.0562,-124.0556,2013-09-30
2834,Grays Harbor County,Washington,46.96114,-124.1526,2014-03-15
2836,Grays Harbor County,Washington,47.0709,-124.166,2016-10-01
2837,Grays Harbor County,Washington,47.44,-123.7635,2018-11-03
2839,Island County,Washington,48.247,-122.6916,2002-10-15
2840,Island County,Washington,48.399359999999994,-122.645,2007-10-20
2841,Island County,Washington,48.17107,-122.5089,2009-03-19
2842,Jefferson County,Washington,47.72142,-124.3985,1977-10-15
2843,Jefferson County,Washington,47.71782,-123.0533,1980-08-15
2844,Jefferson County,Washington,47.7079,-122.9179,1981-09-15
2845,Jefferson County,Washington,47.6653,-122.9714,1982-01-23
2846,Jefferson County,Washington,47.49367,-123.8859,1982-11-15
2847,Jefferson County,Washington,48.00503,-122.911,1986-09-15
2848,Jefferson County,Washington,47.7442,-122.8994,1996-04-14
2849,Jefferson County,Washington,47.57778,-124.2933,1999-03-19
2850,Jefferson County,Washington,47.4645,-123.8979,2000-06-17
2851,Jefferson County,Washington,47.9237,-122.8531,2001-09-15
2852,Jefferson County,Washington,47.94056,-122.7919,2003-05-08
2853,Jefferson County,Washington,48.09725,-122.8241,2004-10-10
2854,Jefferson County,Washington,47.8306,-123.2135,2004-10-13
2855,Jefferson County,Washington,47.5532,-124.3324,2004-10-21
2856,Jefferson County,Washington,47.860279999999996,-123.9364,2005-09-15
2857,Jefferson County,Washington,47.86697,-123.8796,2006-02-23
2858,Jefferson County,Washington,48.03632,-122.9539,2008-06-01
2859,Jefferson County,Washington,47.61922,-123.1592,2013-09-21
2860,Jefferson County,Washington,47.67304,-122.941,2014-09-08
2861,Jefferson County,Washington,47.82243,-124.195,2017-02-25
2862,Jefferson County,Washington,47.89745,-122.8345,2020-08-20
2863,King County,Washington,47.7117,-121.1544,1970-04-14
2864,King County,Washington,47.5225,-121.7569,1970-05-13
2865,King County,Washington,47.299440000000004,-122.1806,1973-04-18
2866,King County,Washington,47.75034,-122.1979,1974-10-16
2867,King County,Washington,47.40667,-122.0375,1975-07-31
2868,King County,Washington,47.6181,-121.3114,1977-08-14
2869,King County,Washington,47.425,-121.4142,1982-11-26
2870,King County,Washington,47.5103,-122.0456,1983-08-17
2871,King County,Washington,47.425,-121.4317,1984-08-15
2872,King County,Washington,47.2831,-121.9258,1984-10-17
2873,King County,Washington,47.39,-122.2187,1986-12-25
2874,King County,Washington,47.1826,-121.7713,1990-06-18
2875,King County,Washington,47.481759999999994,-121.6548,1990-12-03
2876,King County,Washington,47.575759999999995,-121.7427,1991-10-15
2877,King County,Washington,47.288000000000004,-121.9658,1992-04-01
2878,King County,Washington,47.41,-121.725,1994-09-10
2879,King County,Washington,47.1998,-121.7565,1995-09-13
2880,King County,Washington,47.4317,-121.7731,1996-02-17
2881,King County,Washington,47.3958,-121.5356,1998-05-18
2882,King County,Washington,47.6068,-121.9008,1999-06-15
2883,King County,Washington,47.1608,-121.6594,2000-05-15
2884,King County,Washington,47.435340000000004,-121.7666,2000-08-14
2885,King County,Washington,47.275,-122.195,2002-05-01
2886,King County,Washington,47.13485,-121.9418,2002-07-15
2888,King County,Washington,47.46312,-121.4454,2004-05-25
2890,King County,Washington,47.40245,-121.5633,2004-07-22
2891,King County,Washington,47.4352,-121.7812,2004-09-30
2892,King County,Washington,47.7393,-121.9749,2005-06-23
2893,King County,Washington,47.55477,-121.5354,2005-07-16
2894,King County,Washington,47.71167,-121.1544,2005-09-12
2895,King County,Washington,47.6597,-122.105,2005-10-12
2896,King County,Washington,47.6633,-122.1253,2007-03-15
2897,King County,Washington,47.09762,-122.5368,2008-01-02
2899,King County,Washington,47.70178,-121.1859,2009-08-04
2901,King County,Washington,47.340720000000005,-122.0775,2014-05-02
2902,King County,Washington,47.49488,-121.7555,2015-10-31
2903,King County,Washington,47.6016,-121.6785,2016-04-05
2904,Kitsap County,Washington,47.7613,-122.7063,1988-06-25
2905,Kitsap County,Washington,47.5279,-122.3454,1991-06-22
2906,Kitsap County,Washington,47.79,-122.54,2000-09-01
2907,Kitsap County,Washington,47.78212,-122.52799999999999,2003-06-15
2910,Kitsap County,Washington,47.763000000000005,-122.5344,2004-11-16
2912,Kitsap County,Washington,47.7504,-122.535,2006-03-03
2913,Kitsap County,Washington,47.74897,-122.4966,2006-11-03
2914,Kitsap County,Washington,47.74225,-122.5377,2008-01-28
2915,Kitsap County,Washington,47.45411,-122.3219,2008-01-28
2916,Kitsap County,Washington,47.4506,-122.3234,2008-07-01
2917,Kitsap County,Washington,47.77293,-122.5552,2011-01-25
2918,Kitsap County,Washington,47.52877,-122.7197,2021-08-27
2919,Kittitas County,Washington,47.3338,-121.2309,1965-07-30
2920,Kittitas County,Washington,47.19944,-120.2758,1970-11-22
2921,Kittitas County,Washington,46.98333,-121.0922,1983-09-01
2922,Kittitas County,Washington,44.83931,-120.5688,1995-12-15
2923,Kittitas County,Washington,47.14472,-120.7967,1997-01-01
2924,Kittitas County,Washington,47.257220000000004,-120.8908,1997-07-05
2925,Kittitas County,Washington,46.979440000000004,-121.0939,1997-10-25
2926,Kittitas County,Washington,47.47745,-121.0415,2000-07-30
2927,Kittitas County,Washington,47.3178,-121.2802,2000-10-08
2928,Kittitas County,Washington,47.33515,-121.4044,2004-08-18
2929,Kittitas County,Washington,47.2842,-121.0777,2004-10-16
2930,Kittitas County,Washington,47.3991,-121.1008,2004-12-07
2934,Kittitas County,Washington,47.1902,-120.9783,2014-05-12
2935,Kittitas County,Washington,47.20113,-121.0161,2016-01-27
2936,Kittitas County,Washington,47.41704,-121.1417,2017-05-12
2938,Kittitas County,Washington,47.18806,-120.554,2021-01-13
2939,Kittitas County,Washington,47.215509999999995,-120.9383,2021-08-27
2940,Kittitas County,Washington,47.34432,-120.9477,2021-10-15
2941,Trempealeau County,Wisconsin,44.4049,-91.3171,2006-12-06
2942,St. Croix County,Wisconsin,45.1097,-92.4573,2004-06-16
2943,Shawano County,Wisconsin,44.8491,-88.51969,1981-08-15
2944,Sawyer County,Wisconsin,46.10445,-91.49319,2008-04-28
2945,Price County,Wisconsin,45.78177,-90.51659000000001,1997-11-29
2946,Polk County,Wisconsin,45.38867,-92.66538,2014-06-13
2948,Milwaukee County,Wisconsin,42.86631,-87.84023,1976-07-15
2949,Menominee County,Wisconsin,45.02176,-88.5233,1968-08-15
2950,Marquette County,Wisconsin,43.8708,-89.18135,2010-03-10
2951,Marinette County,Wisconsin,45.02046,-87.73608,1979-08-01
2952,Marathon County,Wisconsin,45.0902,-89.9905,2006-06-25
2953,Lincoln County,Wisconsin,45.22849,-89.67523,1979-08-12
2954,Langlade County,Wisconsin,45.5051,-89.16425,1979-05-25
2955,Langlade County,Wisconsin,45.05855,-89.08323,2016-01-12
2956,Langlade County,Wisconsin,45.0255,-89.02036,2017-08-15
2957,Manitowoc County,Wisconsin,43.89418,-87.94178000000001,2009-10-15
2958,Marinette County,Wisconsin,45.3865,-87.9604,1979-10-20
2959,Marinette County,Wisconsin,45.05592,-87.63705,1981-04-15
2960,Marinette County,Wisconsin,45.334179999999996,-88.16359,1992-11-19
2961,Marinette County,Wisconsin,45.43522,-88.12464,1999-02-18
2962,Marinette County,Wisconsin,45.15,-87.6779,2004-06-20
2963,Marinette County,Wisconsin,45.64867,-88.03413,2013-04-28
2964,Marinette County,Wisconsin,45.64585,-88.0896,2014-11-19
2966,Milwaukee County,Wisconsin,42.515190000000004,-87.52243,2012-09-01
2968,Oneida County,Wisconsin,45.89832,-89.6965,1984-07-27
2970,Oneida County,Wisconsin,45.7264,-89.8741,2001-07-15
2971,Oneida County,Wisconsin,45.871159999999996,-89.66046,2011-11-05
2972,Oneida County,Wisconsin,45.63092,-90.02283,2019-07-09
2973,Price County,Wisconsin,45.7743,-90.51145,2002-11-24
2974,Price County,Wisconsin,45.775,-90.444,2004-07-14
2975,Price County,Wisconsin,45.94,-90.46,2005-01-06
2976,Price County,Wisconsin,45.73271,-90.42000999999999,2008-07-12
2977,Price County,Wisconsin,45.672,-90.43515,2013-07-12
2978,Price County,Wisconsin,45.90015,-90.43415999999999,2018-06-30
2979,Sawyer County,Wisconsin,45.95919,-91.30911,2018-05-06
2981,Jackson County,Wisconsin,44.3801,-90.7221,2005-02-05
2983,Iowa County,Wisconsin,43.06171,-90.1687,1994-10-15
2984,Forest County,Wisconsin,45.56326,-88.7829,1983-07-15
2985,Florence County,Wisconsin,45.953590000000005,-88.38781999999999,2008-10-26
2986,Dunn County,Wisconsin,44.756679999999996,-92.03925,2006-07-27
2987,Door County,Wisconsin,44.69867,-87.49564000000001,2003-04-15
2988,Dodge County,Wisconsin,43.425,-88.68,1975-11-01
2989,Dane County,Wisconsin,42.9633,-89.66375,1989-09-30
2990,Crawford County,Wisconsin,43.1573,-90.7109,2012-11-21
2992,Ashland County,Wisconsin,46.59847,-90.90444000000001,2007-06-27
2993,Barron County,Wisconsin,45.58858,-91.59938000000001,1975-07-15
2994,Barron County,Wisconsin,45.5258,-91.87774,1976-07-10
2995,Barron County,Wisconsin,45.5,-91.71295,1997-11-07
2996,Barron County,Wisconsin,45.63061,-92.12408,2018-07-30
